ID,MAP,Struct,is_display,
3213,64,43401,0,305
3214,64,43401,0,308
3215,65,30000,1,126
3216,65,30300,1,113
3217,65,38101,1,103
3218,65,38100,1,104
3219,65,32100,1,313
3220,65,32101,1,120
3221,65,34102,1,117
3222,65,34104,1,109
3223,65,34104,1,100
3224,65,44010,1,358
3225,65,41000,1,314
3226,65,41000,1,302
3227,65,41000,1,305
3228,65,40006,1,116
3229,65,43000,0,312
3230,65,43401,0,307
3231,65,46910,1,757
3232,65,46540,1,756
3233,65,49430,1,190
3234,65,46580,1,755
3235,65,46740,1,753
3236,65,46530,1,763
3237,65,46770,1,750
3238,65,46710,1,754
3239,65,46620,1,762
3240,65,46802,1,601
3241,65,46602,1,605
3242,65,46702,1,602
3243,65,46502,1,607
3244,65,32101,1,114
3245,65,34102,1,101
3246,65,37900,1,301
3247,65,45000,1,300
3248,65,49400,1,718
3249,66,30301,1,125
3250,66,30000,1,103
3251,66,38001,1,101
3252,66,38101,1,104
3253,66,32001,1,117
3254,66,32000,1,120
3255,66,34100,1,113
3256,66,34300,1,100
3257,66,34100,1,109
3258,66,43410,0,357
3259,66,41000,1,302
3260,66,41000,1,116
3261,66,41000,1,308
3262,66,40008,1,305
3263,66,43501,0,300
3264,66,43401,0,312
3265,66,46910,1,757
3266,66,46560,1,756
3267,66,49420,1,190
3268,66,46530,1,762
3269,66,46520,1,750
3270,66,46630,1,753
3271,66,46770,1,763
3272,66,46720,1,755
3273,66,46690,1,754
3274,66,46800,1,601
3275,66,46703,1,607
3276,66,46604,1,605
3277,66,46502,1,602
3278,66,38001,1,313
3279,66,32000,1,114
3280,66,45000,1,301
3281,66,43501,0,314
3282,67,38001,1,126
3283,67,30300,1,103
3284,67,30301,1,100
3285,67,38000,1,313
3286,67,32001,1,117
3287,67,32102,1,113
3288,67,34200,1,120
3289,67,34000,1,114
3290,67,34000,1,104
3291,67,43011,0,358
3292,67,41000,1,305
3293,67,41000,1,312
3294,67,41000,1,302
3295,67,40000,1,300
3296,67,43001,0,301
3297,67,43000,0,313
3298,67,46950,1,757
3299,67,46630,1,756
3300,67,49430,1,190
3301,67,46670,1,754
3302,67,46530,1,762
3303,67,46640,1,755
3304,67,46550,1,763
3305,67,46710,1,750
3306,67,46650,1,753
3307,67,46780,0,542
3308,67,46780,0,549
3309,67,46780,0,548
3310,67,46780,0,541
3311,67,46780,0,554
3312,67,46780,0,540
3313,67,46780,0,550
3314,67,46780,0,544
3315,67,46603,1,602
3316,67,46503,1,605
3317,67,46604,1,607
3318,67,46704,1,601
3319,67,38000,1,101
3320,67,32102,1,109
3321,67,40005,1,314
3322,67,43001,0,307
3323,68,38000,1,129
3324,68,30301,1,114
3325,68,30000,1,113
3326,68,38100,1,313
3327,68,32000,1,117
3328,68,32001,1,101
3329,68,34003,1,104
3330,68,34002,1,103
3331,68,34002,1,109
3332,68,43010,0,364
3333,68,41000,1,301
3334,68,41000,1,305
3335,68,41000,1,116
3336,68,40003,1,312
3337,68,43000,0,308
3338,68,43401,0,302
3339,68,46880,1,757
3340,68,46740,1,756
3341,68,49420,1,190
3342,68,46530,1,753
3343,68,46630,1,763
3344,68,46540,1,750
3345,68,46710,1,754
3346,68,46720,1,762
3347,68,46620,1,755
3348,68,46700,1,605
3349,68,46503,1,602
3350,68,46602,1,601
3351,68,46605,1,607
3352,68,38000,1,100
3353,68,34003,1,307
3354,68,34002,1,120
3355,68,37900,1,108
3356,68,45000,1,300
3357,69,30000,1,121
3358,69,30001,1,114
3359,69,38100,1,103
3360,69,38101,1,100
3361,69,32100,1,113
3362,69,32200,1,109
3363,69,34104,1,307
3364,69,34002,1,120
3365,69,34002,1,117
3366,69,43011,0,350
3367,69,41000,1,108
3368,69,41000,1,308
3369,69,41000,1,116
3370,69,40009,1,312
3371,69,43000,0,301
3372,69,43401,0,305
3373,69,46880,1,757
3374,69,46640,1,756
3375,69,49420,1,190
3376,69,46630,1,755
3377,69,46520,1,762
3378,69,46530,1,753
3379,69,46550,1,754
3380,69,46510,1,750
3381,69,46650,1,763
3382,69,46503,1,607
3383,69,46701,1,601
3384,69,46603,1,602
3385,69,46605,1,605
3386,69,30001,1,104
3387,69,38101,1,313
3388,69,45000,1,314
3389,69,40004,1,302
3390,70,30001,1,124
3391,70,30301,1,112
3392,70,38000,1,106
3393,70,38001,1,117
3394,70,32101,1,111
3395,70,32200,1,100
3396,70,32101,1,107
3397,70,34200,1,101
3398,70,34103,1,103
3399,70,34200,1,104
3400,70,43411,0,356
3401,70,41000,1,314
3402,70,41000,1,302
3403,70,41000,1,310
3404,70,40004,1,301
3405,70,43400,0,300
3406,70,46950,1,757
3407,70,46520,1,756
3408,70,49420,1,190
3409,70,46560,1,315
3410,70,46540,1,309
3411,70,46680,1,322
3412,70,46630,1,318
3413,70,46640,1,319
3414,70,46530,1,317
3415,70,46740,1,761
3416,70,46540,1,750
3417,70,46590,1,753
3418,70,46570,1,759
3419,70,46620,1,755
3420,70,46710,1,760
3421,70,45510,1,754
3422,70,46720,1,758
3423,70,46503,1,601
3424,70,46700,1,602
3425,70,46505,1,604
3426,70,46606,1,606
3427,70,46703,1,607
3428,70,46603,1,603
3429,70,41300,0,321
3430,70,43300,1,316
3431,70,43301,1,320
3432,70,38001,1,313
3433,70,32200,1,110
3434,70,45000,1,305
3435,70,43501,0,313
3436,71,38001,1,129
3437,71,30300,1,112
3438,71,30301,1,100
3439,71,38100,1,103
3440,71,32200,1,107
3441,71,32000,1,101
3442,71,32200,1,110
3443,71,34104,1,106
3444,71,34200,1,104
3445,71,34200,1,313
3446,71,44010,1,364
3447,71,41000,1,300
3448,71,41000,1,116
3449,71,41000,1,306
3450,71,40003,1,301
3451,71,43401,0,305
3452,71,46950,1,757
3453,71,46520,1,756
3454,71,49410,1,190
3455,71,46660,1,315
3456,71,46640,1,309
3457,71,46740,1,322
3458,71,46670,1,317
3459,71,46560,1,319
3460,71,46540,1,320
3461,71,46630,1,761
3462,71,46560,1,754
3463,71,46550,1,753
3464,71,46650,1,760
3465,71,46510,1,755
3466,71,46620,1,758
3467,71,46770,1,750
3468,71,46590,1,759
3469,71,46780,0,544
3470,71,46780,0,541
3471,71,46780,0,543
3472,71,46780,0,548
3473,71,46780,0,551
3474,71,46780,0,547
3475,71,46780,0,552
3476,71,46780,0,540
3477,71,46504,1,604
3478,71,46503,1,602
3479,71,46704,1,601
3480,71,46602,1,606
3481,71,46703,1,607
3482,71,46605,1,603
3483,71,41300,0,321
3484,71,43300,1,318
3485,71,43301,1,316
3486,71,32200,1,117
3487,71,34200,1,120
3488,71,45000,1,302
3489,71,43400,0,310
3490,72,20400,1,104
3491,72,38101,1,122
3492,72,30301,1,106
3493,72,30300,1,120
3494,72,38001,1,110
3495,72,32101,1,111
3496,72,32200,1,107
3497,72,32101,1,101
3498,72,34002,1,103
3499,72,34103,1,112
3500,72,34103,1,313
3501,72,43011,0,351
3502,72,41000,1,306
3503,72,41000,1,310
3504,72,41000,1,314
3505,72,40001,1,302
3506,72,43401,0,300
3507,72,46860,1,757
3508,72,46630,1,756
3509,72,49430,1,190
3510,72,46660,1,318
3511,72,46680,1,315
3512,72,46670,1,316
3513,72,46520,1,322
3514,72,46630,1,309
3515,72,46560,1,320
3516,72,46540,1,754
3517,72,46530,1,761
3518,72,46710,1,750
3519,72,46590,1,760
3520,72,46650,1,753
3521,72,46720,1,759
3522,72,46770,1,758
3523,72,46570,1,755
3524,72,46703,1,604
3525,72,46503,1,606
3526,72,46505,1,607
3527,72,46605,1,602
3528,72,46700,1,601
3529,72,46604,1,603
3530,72,41300,0,321
3531,72,43301,1,319
3532,72,43300,1,317
3533,72,30300,1,117
3534,72,37900,1,305
3535,72,43001,0,313
3536,73,30301,1,129
3537,73,30000,1,100
3538,73,38101,1,313
3539,73,38001,1,103
3540,73,32101,1,120
3541,73,32001,1,117
3542,73,32001,1,106
3543,73,34200,1,104
3544,73,34003,1,112
3545,73,34003,1,110
3546,73,43410,0,364
3547,73,41000,1,305
3548,73,41000,1,310
3549,73,41000,1,306
3550,73,40006,1,301
3551,73,43000,0,313
3552,73,46950,1,757
3553,73,46530,1,756
3554,73,49420,1,190
3555,73,46680,1,309
3556,73,46660,1,315
3557,73,46640,1,318
3558,73,46740,1,319
3559,73,46520,1,322
3560,73,46540,1,317
3561,73,46670,1,760
3562,73,46560,1,753
3563,73,46510,1,754
3564,73,45510,1,750
3565,73,46650,1,759
3566,73,46710,1,761
3567,73,46620,1,758
3568,73,46590,1,755
3569,73,46606,1,606
3570,73,46605,1,607
3571,73,46704,1,604
3572,73,46703,1,601
3573,73,46503,1,602
3574,73,46502,1,603
3575,73,41300,0,321
3576,73,43301,1,316
3577,73,43300,1,320
3578,73,38101,1,107
3579,73,34200,1,101
3580,73,43001,0,302
3581,73,43001,0,300
3582,74,30001,1,122
3583,74,30000,1,112
3584,74,38100,1,101
3585,74,38001,1,106
3586,74,32100,1,117
3587,74,32102,1,104
3588,74,32100,1,107
3589,74,34103,1,110
3590,74,34300,1,313
3591,74,34300,1,103
3592,74,43010,0,351
3593,74,41000,1,116
3594,74,41000,1,306
3595,74,41000,1,310
3596,74,40003,1,314
3597,74,43401,0,305
3598,74,46820,1,757
3599,74,46670,1,756
3600,74,49430,1,190
3601,74,46660,1,317
3602,74,46680,1,319
3603,74,46740,1,322
3604,74,46520,1,316
3605,74,46540,1,315
3606,74,46640,1,318
3607,74,46520,1,760
3608,74,46630,1,758
3609,74,46570,1,754
3610,74,46650,1,759
3611,74,46690,1,750
3612,74,46710,1,761
3613,74,46590,1,755
3614,74,45510,1,753
3615,74,46704,1,604
3616,74,46504,1,601
3617,74,46505,1,606
3618,74,46602,1,602
3619,74,46606,1,607
3620,74,46703,1,603
3621,74,41300,0,321
3622,74,43301,1,320
3623,74,43300,1,309
3624,74,49400,1,717
3625,74,34103,1,120
3626,74,34300,1,111
3627,74,45000,1,302
3628,74,40004,1,300
3629,75,38100,1,127
3630,75,30000,1,117
3631,75,30301,1,120
3632,75,38000,1,113
3633,75,32200,1,313
3634,75,32102,1,107
3635,75,32000,1,110
3636,75,34101,1,106
3637,75,34104,1,111
3638,75,34103,1,109
3639,75,41010,1,360
3640,75,41000,1,306
3641,75,41000,1,314
3642,75,41000,1,108
3643,75,40003,1,308
3644,75,43000,0,302
3645,75,46670,1,763
3646,75,46560,1,760
3647,75,46630,1,753
3648,75,46770,1,761
3649,75,46620,1,762
3650,75,46650,1,758
3651,75,46590,1,754
3652,75,46510,1,759
3653,75,46704,1,606
3654,75,46503,1,601
3655,75,46606,1,607
3656,75,46505,1,605
3657,75,46603,1,604
3658,75,46702,1,603
3659,75,38000,1,103
3660,75,34101,1,114
3661,75,34101,1,307
3662,75,37900,1,312
3663,75,40005,1,116
3664,76,38001,1,127
3665,76,30000,1,106
3666,76,30300,1,111
3667,76,38000,1,114
3668,76,32102,1,107
3669,76,32101,1,103
3670,76,32000,1,307
3671,76,34100,1,313
3672,76,34000,1,110
3673,76,34001,1,120
3674,76,44010,1,360
3675,76,41000,1,308
3676,76,41000,1,302
3677,76,41000,1,116
3678,76,40005,1,108
3679,76,43401,0,312
3680,76,46540,1,763
3681,76,46680,1,759
3682,76,46520,1,754
3683,76,46590,1,760
3684,76,45510,1,758
3685,76,46510,1,762
3686,76,46690,1,753
3687,76,46720,1,761
3688,76,46605,1,607
3689,76,46704,1,605
3690,76,46603,1,601
3691,76,46700,1,603
3692,76,46502,1,604
3693,76,46505,1,606
3694,76,30000,1,113
3695,76,32101,1,117
3696,76,32101,1,109
3697,76,45000,1,306
3698,76,43001,0,314
3699,77,38100,1,123
3700,77,30300,1,111
3701,77,30301,1,109
3702,77,38001,1,307
3703,77,32100,1,113
3704,77,32102,1,103
3705,77,32201,1,110
3706,77,34103,1,313
3707,77,34101,1,117
3708,77,34000,1,107
3709,77,44010,1,352
3710,77,41000,1,310
3711,77,41000,1,306
3712,77,41000,1,116
3713,77,40006,1,108
3714,77,43401,0,308
3715,77,46670,1,761
3716,77,46530,1,763
3717,77,46740,1,754
3718,77,46710,1,759
3719,77,46570,1,762
3720,77,46690,1,753
3721,77,46590,1,760
3722,77,46620,1,758
3723,77,46602,1,606
3724,77,46503,1,601
3725,77,46702,1,607
3726,77,46504,1,605
3727,77,46605,1,604
3728,77,46701,1,603
3729,77,49400,1,718
3730,77,30301,1,106
3731,77,38001,1,112
3732,77,32102,1,114
3733,77,37900,1,312
3734,77,45000,1,314
3735,78,38000,1,128
3736,78,30301,1,107
3737,78,30000,1,111
3738,78,38100,1,120
3739,78,32100,1,109
3740,78,32001,1,117
3741,78,32201,1,113
3742,78,34003,1,112
3743,78,34200,1,313
3744,78,34100,1,110
3745,78,43020,0,362
3746,78,41000,1,302
3747,78,41000,1,314
3748,78,41000,1,310
3749,78,40006,1,116
3750,78,43400,0,307
3751,78,46740,1,761
3752,78,46520,1,754
3753,78,46670,1,763
3754,78,46720,1,758
3755,78,46650,1,760
3756,78,46550,1,762
3757,78,46690,1,753
3758,78,46770,1,759
3759,78,46780,0,547
3760,78,46780,0,549
3761,78,46780,0,556
3762,78,46780,0,548
3763,78,46780,0,541
3764,78,46780,0,555
3765,78,46780,0,545
3766,78,46780,0,550
3767,78,46504,1,603
3768,78,46701,1,601
3769,78,46704,1,607
3770,78,46606,1,605
3771,78,46605,1,606
3772,78,46505,1,604
3773,78,38100,1,106
3774,78,32001,1,103
3775,78,34200,1,307
3776,78,43001,0,308
3777,78,43400,0,306
3778,79,30000,1,125
3779,79,30300,1,106
3780,79,38101,1,313
3781,79,38001,1,110
3782,79,32201,1,103
3783,79,32101,1,107
3784,79,32100,1,111
3785,79,34200,1,112
3786,79,34002,1,120
3787,79,34003,1,114
3788,79,44010,1,357
3789,79,41000,1,116
3790,79,41000,1,302
3791,79,41000,1,310
3792,79,40007,1,308
3793,79,43400,0,312
3794,79,46740,1,760
3795,79,46710,1,759
3796,79,46580,1,753
3797,79,46770,1,763
3798,79,46650,1,754
3799,79,46620,1,761
3800,79,46510,1,762
3801,79,46540,1,758
3802,79,46604,1,601
3803,79,46606,1,607
3804,79,46505,1,603
3805,79,46702,1,605
3806,79,46700,1,606
3807,79,46504,1,604
3808,79,49400,1,711
3809,79,32101,1,113
3810,79,32201,1,109
3811,79,34002,1,117
3812,79,43001,0,306
3813,79,43001,0,314
3814,80,30300,1,126
3815,80,30001,1,109
3816,80,38001,1,106
3817,80,38100,1,117
3818,80,32102,1,111
3819,80,32201,1,107
3820,80,32000,1,113
3821,80,34003,1,114
3822,80,34300,1,104
3823,80,34102,1,101
3824,80,34300,1,103
3825,80,43010,0,358
3826,80,41000,1,302
3827,80,41000,1,312
3828,80,41000,1,108
3829,80,45000,1,300
3830,80,40008,1,301
3831,80,43401,0,310
3832,80,43001,0,314
3833,80,46820,1,757
3834,80,46540,1,756
3835,80,49430,1,190
3836,80,46560,1,763
3837,80,46580,1,759
3838,80,46520,1,753
3839,80,46670,1,760
3840,80,46770,1,750
3841,80,46720,1,758
3842,80,46570,1,761
3843,80,46550,1,762
3844,80,46710,1,755
3845,80,46590,1,754
3846,80,46602,1,607
3847,80,46505,1,603
3848,80,46503,1,601
3849,80,46605,1,605
3850,80,46703,1,606
3851,80,46701,1,604
3852,80,46606,1,602
3853,80,30300,1,120
3854,80,38001,1,313
3855,80,34300,1,110
3856,80,34003,1,112
3857,80,34003,1,100
3858,80,37900,1,116
3859,80,40005,1,305
3860,80,40002,1,306
3861,81,38101,1,123
3862,81,30300,1,111
3863,81,30301,1,106
3864,81,38000,1,104
3865,81,32102,1,109
3866,81,32100,1,113
3867,81,32201,1,103
3868,81,34101,1,101
3869,81,34300,1,117
3870,81,34104,1,114
3871,81,34101,1,107
3872,81,41010,1,352
3873,81,41000,1,306
3874,81,41000,1,116
3875,81,41000,1,108
3876,81,45000,1,308
3877,81,40001,1,310
3878,81,43400,0,305
3879,81,43501,0,314
3880,81,46820,1,757
3881,81,46530,1,756
3882,81,49420,1,190
3883,81,46670,1,753
3884,81,46580,1,763
3885,81,46540,1,761
3886,81,46640,1,755
3887,81,46770,1,760
3888,81,46650,1,762
3889,81,46550,1,750
3890,81,46690,1,759
3891,81,46570,1,754
3892,81,46590,1,758
3893,81,46505,1,606
3894,81,46606,1,607
3895,81,46700,1,604
3896,81,46703,1,602
3897,81,46603,1,601
3898,81,46604,1,605
3899,81,46504,1,603
3900,81,30300,1,100
3901,81,32102,1,112
3902,81,34101,1,307
3903,81,34104,1,313
3904,81,34104,1,110
3905,81,43400,0,301
3906,81,43400,0,300
3907,81,43400,0,312
3908,82,38001,1,127
3909,82,30000,1,114
3910,82,30300,1,104
3911,82,38100,1,110
3912,82,32000,1,103
3913,82,32100,1,313
3914,82,32102,1,101
3915,82,34104,1,100
3916,82,34101,1,113
3917,82,34103,1,107
3918,82,34103,1,109
3919,82,41010,1,360
3920,82,41000,1,116
3921,82,41000,1,301
3922,82,41000,1,108
3923,82,45000,1,305
3924,82,40007,1,312
3925,82,43001,0,314
3926,82,43000,0,300
3927,82,46880,1,757
3928,82,46640,1,756
3929,82,49410,1,190
3930,82,46660,1,758
3931,82,46670,1,763
3932,82,46680,1,760
3933,82,46580,1,755
3934,82,46570,1,762
3935,82,46710,1,754
3936,82,46550,1,759
3937,82,46770,1,750
3938,82,45510,1,753
3939,82,46650,1,761
3940,82,45520,0,570
3941,82,45520,0,561
3942,82,45520,0,562
3943,82,45520,0,560
3944,82,45520,0,567
3945,82,45520,0,568
3946,82,45520,0,564
3947,82,45520,0,566
3948,82,46703,1,603
3949,82,46605,1,605
3950,82,46503,1,607
3951,82,46602,1,601
3952,82,46604,1,606
3953,82,46700,1,602
3954,82,46502,1,604
3955,82,38100,1,307
3956,82,32102,1,117
3957,82,34101,1,111
3958,82,34103,1,120
3959,82,34104,1,106
3960,82,37900,1,306
3961,82,45000,1,308
3962,82,43000,0,302
3963,83,30300,1,124
3964,83,30301,1,307
3965,83,38000,1,109
3966,83,38101,1,106
3967,83,32102,1,117
3968,83,32100,1,113
3969,83,32000,1,313
3970,83,34000,1,112
3971,83,34002,1,101
3972,83,34104,1,114
3973,83,34000,1,110
3974,83,43011,0,356
3975,83,41000,1,300
3976,83,41000,1,314
3977,83,41000,1,310
3978,83,45000,1,301
3979,83,40005,1,305
3980,83,43501,0,313
3981,83,43401,0,308
3982,83,46880,1,757
3983,83,46530,1,756
3984,83,49420,1,190
3985,83,46680,1,760
3986,83,46560,1,754
3987,83,46580,1,763
3988,83,46670,1,750
3989,83,46650,1,758
3990,83,46620,1,762
3991,83,46510,1,753
3992,83,45510,1,761
3993,83,46770,1,755
3994,83,46550,1,759
3995,83,46703,1,604
3996,83,46603,1,605
3997,83,46602,1,601
3998,83,46700,1,607
3999,83,46504,1,602
4000,83,46606,1,606
4001,83,46505,1,603
4002,83,34104,1,104
4003,83,34104,1,107
4004,83,34000,1,103
4005,83,34104,1,100
4006,83,34002,1,111
4007,83,37900,1,312
4008,83,40006,1,302
4009,83,40002,1,108
4010,84,30001,1,128
4011,84,30301,1,313
4012,84,38000,1,113
4013,84,38101,1,111
4014,84,32000,1,104
4015,84,32200,1,101
4016,84,32100,1,110
4017,84,34104,1,109
4018,84,34101,1,106
4019,84,34200,1,112
4020,84,34104,1,100
4021,84,43010,0,362
4022,84,41000,1,306
4023,84,41000,1,116
4024,84,41000,1,305
4025,84,45000,1,300
4026,84,40009,1,301
4027,84,43401,0,302
4028,84,43400,0,314
4029,84,46950,1,757
4030,84,46560,1,756
4031,84,49420,1,190
4032,84,46660,1,750
4033,84,46640,1,754
4034,84,46530,1,760
4035,84,46680,1,763
4036,84,46770,1,755
4037,84,45510,1,753
4038,84,46510,1,758
4039,84,46720,1,761
4040,84,46710,1,762
4041,84,46650,1,759
4042,84,46502,1,601
4043,84,46603,1,606
4044,84,46504,1,607
4045,84,46605,1,604
4046,84,46701,1,602
4047,84,46704,1,605
4048,84,46604,1,603
4049,84,38101,1,107
4050,84,32000,1,103
4051,84,34104,1,120
4052,84,34101,1,307
4053,84,34104,1,117
4054,84,37900,1,108
4055,84,45000,1,310
4056,84,40003,1,308
4057,85,38001,1,128
4058,85,30000,1,113
4059,85,30301,1,110
4060,85,38100,1,112
4061,85,32001,1,313
4062,85,32200,1,104
4063,85,32201,1,103
4064,85,34104,1,109
4065,85,34103,1,117
4066,85,34100,1,100
4067,85,34100,1,106
4068,85,43410,0,362
4069,85,41000,1,306
4070,85,41000,1,116
4071,85,41000,1,305
4072,85,45000,1,302
4073,85,40002,1,301
4074,85,43000,0,310
4075,85,43401,0,300
4076,85,46860,1,757
4077,85,46630,1,756
4078,85,49420,1,190
4079,85,46740,1,754
4080,85,46530,1,762
4081,85,46680,1,760
4082,85,46560,1,759
4083,85,46710,1,761
4084,85,46690,1,758
4085,85,46510,1,753
4086,85,45510,1,755
4087,85,46770,1,763
4088,85,46720,1,750
4089,85,46780,0,549
4090,85,46780,0,545
4091,85,46780,0,543
4092,85,46780,0,546
4093,85,46780,0,547
4094,85,46780,0,548
4095,85,46780,0,550
4096,85,46780,0,542
4097,85,46802,1,607
4098,85,46504,1,606
4099,85,46704,1,604
4100,85,46602,1,605
4101,85,46605,1,601
4102,85,46703,1,602
4103,85,46503,1,603
4104,85,49400,1,718
4105,85,34100,1,120
4106,85,34100,1,111
4107,85,34103,1,107
4108,85,34103,1,307
4109,85,34103,1,101
4110,85,40007,1,308
4111,85,43401,0,314
4112,85,43000,0,307
4113,86,38000,1,126
4114,86,30001,1,112
4115,86,30300,1,101
4116,86,38001,1,120
4117,86,32100,1,117
4118,86,32001,1,100
4119,86,32201,1,109
4120,86,34102,1,111
4121,86,34200,1,104
4122,86,34002,1,107
4123,86,34002,1,113
4124,86,43410,0,358
4125,86,41000,1,306
4126,86,41000,1,301
4127,86,41000,1,305
4128,86,45000,1,300
4129,86,40008,1,314
4130,86,43000,0,312
4131,86,43401,0,302
4132,86,46880,1,757
4133,86,46630,1,756
4134,86,49430,1,190
4135,86,46740,1,758
4136,86,46560,1,763
4137,86,46580,1,761
4138,86,46540,1,755
4139,86,46570,1,753
4140,86,46650,1,750
4141,86,46710,1,762
4142,86,46690,1,760
4143,86,46550,1,759
4144,86,45510,1,754
4145,86,46602,1,601
4146,86,46703,1,604
4147,86,46604,1,605
4148,86,46505,1,602
4149,86,46605,1,606
4150,86,46502,1,607
4151,86,46702,1,603
4152,86,32201,1,103
4153,86,32201,1,114
4154,86,32201,1,313
4155,86,34102,1,110
4156,86,34102,1,106
4157,86,37900,1,310
4158,86,45000,1,108
4159,86,43401,0,313
4160,87,30301,1,126
4161,87,30300,1,313
4162,87,38100,1,110
4163,87,38101,1,100
4164,87,32102,1,103
4165,87,32100,1,107
4166,87,32201,1,101
4167,87,34002,1,109
4168,87,34001,1,120
4169,87,34102,1,106
4170,87,34102,1,111
4171,87,44010,1,358
4172,87,41000,1,301
4173,87,41000,1,305
4174,87,41000,1,314
4175,87,45000,1,300
4176,87,40005,1,306
4177,87,43001,0,312
4178,87,43000,0,307
4179,87,46950,1,757
4180,87,46660,1,756
4181,87,49420,1,190
4182,87,46540,1,760
4183,87,46680,1,758
4184,87,46530,1,755
4185,87,46580,1,763
4186,87,46710,1,754
4187,87,46650,1,759
4188,87,46620,1,750
4189,87,45510,1,762
4190,87,46510,1,753
4191,87,46570,1,761
4192,87,46504,1,604
4193,87,46605,1,602
4194,87,46602,1,601
4195,87,46700,1,605
4196,87,46603,1,606
4197,87,46503,1,607
4198,87,46703,1,603
4199,87,30301,1,104
4200,87,38101,1,113
4201,87,32102,1,112
4202,87,34002,1,117
4203,87,34002,1,114
4204,87,37900,1,310
4205,87,40003,1,116
4206,87,40000,1,302
4207,88,30001,1,125
4208,88,30000,1,110
4209,88,38001,1,101
4210,88,38000,1,114
4211,88,32201,1,313
4212,88,32001,1,107
4213,88,32102,1,113
4214,88,34102,1,112
4215,88,34000,1,100
4216,88,34101,1,120
4217,88,34101,1,109
4218,88,43020,0,357
4219,88,41000,1,314
4220,88,41000,1,300
4221,88,41000,1,310
4222,88,45000,1,305
4223,88,40002,1,312
4224,88,43400,0,301
4225,88,43401,0,313
4226,88,46860,1,757
4227,88,46540,1,756
4228,88,49420,1,190
4229,88,46740,1,754
4230,88,46670,1,763
4231,88,46520,1,759
4232,88,46560,1,760
4233,88,46620,1,755
4234,88,46720,1,753
4235,88,46710,1,758
4236,88,46770,1,762
4237,88,46570,1,761
4238,88,46690,1,750
4239,88,46780,0,547
4240,88,46780,0,549
4241,88,46780,0,548
4242,88,46780,0,546
4243,88,46780,0,545
4244,88,46780,0,543
4245,88,46780,0,544
4246,88,46780,0,540
4247,88,46503,1,605
4248,88,46704,1,602
4249,88,46602,1,604
4250,88,46606,1,607
4251,88,46700,1,606
4252,88,46603,1,601
4253,88,46502,1,603
4254,88,30001,1,103
4255,88,38001,1,117
4256,88,32201,1,104
4257,88,32001,1,106
4258,88,34102,1,111
4259,88,37900,1,306
4260,88,45000,1,308
4261,88,40000,1,302
4262,89,30001,1,125
4263,89,30301,1,110
4264,89,38100,1,112
4265,89,38101,1,114
4266,89,32102,1,104
4267,89,32101,1,107
4268,89,32200,1,117
4269,89,34104,1,106
4270,89,34003,1,313
4271,89,34000,1,100
4272,89,34104,1,120
4273,89,45010,1,357
4274,89,41000,1,306
4275,89,41000,1,314
4276,89,41000,1,300
4277,89,45000,1,310
4278,89,40008,1,302
4279,89,43501,0,301
4280,89,43000,0,308
4281,89,46820,1,757
4282,89,46560,1,756
4283,89,49420,1,190
4284,89,46670,1,760
4285,89,46640,1,759
4286,89,46580,1,755
4287,89,46630,1,754
4288,89,46620,1,753
4289,89,46570,1,761
4290,89,46650,1,758
4291,89,46690,1,762
4292,89,46770,1,750
4293,89,46720,1,763
4294,89,46606,1,605
4295,89,46703,1,607
4296,89,46504,1,601
4297,89,46704,1,604
4298,89,46604,1,602
4299,89,46502,1,606
4300,89,46602,1,603
4301,89,30001,1,113
4302,89,30001,1,101
4303,89,38100,1,103
4304,89,32200,1,109
4305,89,32200,1,111
4306,89,37900,1,116
4307,89,45000,1,312
4308,89,40007,1,305
4309,90,30000,1,122
4310,90,30001,1,103
4311,90,38000,1,111
4312,90,38101,1,113
4313,90,32100,1,110
4314,90,32101,1,307
4315,90,32200,1,112
4316,90,34102,1,106
4317,90,34000,1,120
4318,90,34100,1,117
4319,90,34000,1,114
4320,90,40908,1,108
4321,90,43011,0,351
4322,90,41000,1,116
4323,90,41000,1,305
4324,90,41000,1,310
4325,90,45000,1,308
4326,90,40006,1,314
4327,90,43001,0,312
4328,90,43401,0,300
4329,90,46860,1,757
4330,90,46520,1,756
4331,90,49410,1,190
4332,90,46680,1,758
4333,90,46740,1,762
4334,90,46670,1,753
4335,90,46660,1,761
4336,90,45510,1,763
4337,90,46690,1,750
4338,90,46650,1,754
4339,90,46570,1,760
4340,90,46720,1,759
4341,90,46770,1,755
4342,90,46502,1,601
4343,90,46704,1,606
4344,90,46703,1,605
4345,90,46503,1,602
4346,90,46606,1,604
4347,90,46603,1,607
4348,90,46605,1,603
4349,90,30000,1,107
4350,90,38101,1,104
4351,90,32100,1,313
4352,90,32101,1,109
4353,90,32100,1,101
4354,90,40002,1,302
4355,90,43001,0,306
4356,91,38001,1,125
4357,91,30301,1,103
4358,91,30000,1,109
4359,91,38100,1,111
4360,91,32001,1,114
4361,91,32100,1,101
4362,91,32101,1,112
4363,91,34103,1,120
4364,91,34300,1,104
4365,91,34200,1,313
4366,91,34300,1,106
4367,91,43410,0,357
4368,91,41000,1,306
4369,91,41000,1,308
4370,91,41000,1,305
4371,91,45000,1,300
4372,91,40004,1,314
4373,91,43400,0,302
4374,91,43401,0,310
4375,91,46820,1,757
4376,91,46660,1,756
4377,91,49430,1,190
